model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_correct,open_correct,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response,label_cause,label_notes
gpt-5-1,mintaka,286d66d0,Who was the last wife of the main character featured in the Last Samurai?,Katie Holmes,Iwayama Ito,Katie Holmes,1,0,"[""Who is the main character in the movie 'The Last Samurai'?"", ""Who was the last wife of {answer_1}?""]","{""answer_1"": ""Tom Cruise"", ""answer_2"": ""Katie Holmes""}","answer_1: str = qa_model(""Who is the main character in the movie 'The Last Samurai'?"")
answer_2: str = qa_model(""Who was the last wife of {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Tom Cruise"",
  ""answer_2"": ""Katie Holmes""
}","answer:
Iwayama Ito","Answer A refers to the actor's real-life spouse, not a character in the film. Answer B correctly identifies the main character's romantic interest within the film's narrative. The answers provide contradictory information regarding the film's characters.","equivalent: 0
reasoning: Answer A refers to the actor's real-life spouse, not a character in the film. Answer B correctly identifies the main character's romantic interest within the film's narrative. The answers provide contradictory information regarding the film's characters.",,
gpt-5-1,mintaka,304b59eb,Who was the top scorer of the Copa America tournament this year?,Lionel Messi; Luis Díaz,Yamila Rodríguez,"Lionel Messi, Luis Diaz",1,0,"[""What year was the most recent Copa America tournament?"", ""Who was the top scorer of the {answer_1} Copa America?""]","{""answer_1"": ""2021"", ""answer_2"": ""Lionel Messi; Luis D\u00edaz""}","answer_1: str = qa_model(""What year was the most recent Copa America tournament?"")
answer_2: str = qa_model(""Who was the top scorer of the {answer_1} Copa America?"", answer_1=answer_1)","{
  ""answer_1"": ""2021"",
  ""answer_2"": ""Lionel Messi; Luis Díaz""
}","answer:
Yamila Rodríguez","Answer A refers to the joint top scorers of the 2021 Copa América (men's tournament), while Answer B refers to the top scorer of the 2022 Copa América Femenina (women's tournament). These are different individuals from different tournaments in different years, making the facts contradictory.","equivalent: 0
reasoning: Answer A refers to the joint top scorers of the 2021 Copa América (men's tournament), while Answer B refers to the top scorer of the 2022 Copa América Femenina (women's tournament). These are different individuals from different tournaments in different years, making the facts contradictory.",,
gpt-5-1,mintaka,3823137d,What is the name of the dead river that flows through the capital city of India?,Sahibi River,Yamuna River,Yamuna,0,1,"[""What is the capital city of India?"", ""What is the name of the dead river that flows through {answer_1}?""]","{""answer_1"": ""New Delhi"", ""answer_2"": ""Sahibi River""}","answer_1: str = qa_model(""What is the capital city of India?"")
answer_2: str = qa_model(""What is the name of the dead river that flows through {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""New Delhi"",
  ""answer_2"": ""Sahibi River""
}","answer:
Yamuna River","The answers name two different rivers, Sahibi River and Yamuna River, which are distinct entities.","equivalent: 0
reasoning: The answers name two different rivers, Sahibi River and Yamuna River, which are distinct entities.",,
gpt-5-1,mintaka,3b26d221,Who signed the world's smallest country into place?,Benito Mussolini; Pietro Gasparri,Benito Mussolini,Benito Mussolini,1,1,"[""What is the world's smallest country?"", ""Who signed the treaty that established {answer_1}?""]","{""answer_1"": ""Vatican City"", ""answer_2"": ""Benito Mussolini; Pietro Gasparri""}","answer_1: str = qa_model(""What is the world's smallest country?"")
answer_2: str = qa_model(""Who signed the treaty that established {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Vatican City"",
  ""answer_2"": ""Benito Mussolini; Pietro Gasparri""
}","answer:
Benito Mussolini","Answer B is incomplete as it omits Pietro Gasparri, who also signed the Lateran Treaty establishing Vatican City. Answer A provides both signers.","equivalent: 0
reasoning: Answer B is incomplete as it omits Pietro Gasparri, who also signed the Lateran Treaty establishing Vatican City. Answer A provides both signers.",,
gpt-5-1,mintaka,4af81c8c,Which awards was the latest Animal Crossing game nominated for at The Game Awards 2020?,Game of the Year; Best Family Game; Best Multiplayer Game,Game of the Year; Best Family; Best Multiplayer,"Best Family Game, Best Multiplayer Game, Game of the Year",1,1,"[""What is the latest Animal Crossing game?"", ""Which awards was '{answer_1}' nominated for at The Game Awards 2020?""]","{""answer_1"": ""Animal Crossing: New Horizons"", ""answer_2"": ""Game of the Year; Best Family Game; Best Multiplayer Game""}","answer_1: str = qa_model(""What is the latest Animal Crossing game?"")
answer_2: str = qa_model(""Which awards was '{answer_1}' nominated for at The Game Awards 2020?"", answer_1=answer_1)","{
  ""answer_1"": ""Animal Crossing: New Horizons"",
  ""answer_2"": ""Game of the Year; Best Family Game; Best Multiplayer Game""
}","answer:
Game of the Year; Best Family; Best Multiplayer","Answer B omits ""Game"" from ""Best Family Game"" and ""Best Multiplayer Game"", making the award names incomplete and factually different from Answer A.","equivalent: 0
reasoning: Answer B omits ""Game"" from ""Best Family Game"" and ""Best Multiplayer Game"", making the award names incomplete and factually different from Answer A.",,
gpt-5-1,mintaka,4f485cdf,Who is the most popular in the last NBA 2k game?,Devin Booker,Stephen Curry,Kevin Durant,0,0,"[""What is the latest NBA 2k game?"", ""Who is the cover athlete for '{answer_1}'?""]","{""answer_1"": ""NBA 2K23"", ""answer_2"": ""Devin Booker""}","answer_1: str = qa_model(""What is the latest NBA 2k game?"")
answer_2: str = qa_model(""Who is the cover athlete for '{answer_1}'?"", answer_1=answer_1)","{
  ""answer_1"": ""NBA 2K23"",
  ""answer_2"": ""Devin Booker""
}","answer:
Stephen Curry","The answers name two different individuals, Devin Booker and Stephen Curry, which are distinct facts.","equivalent: 0
reasoning: The answers name two different individuals, Devin Booker and Stephen Curry, which are distinct facts.",,
gpt-5-1,mintaka,4f67a88e,The youngest governor is from which state?,Florida,Kogi State,Florida,1,0,"[""Who is the youngest governor?"", ""Which state is {answer_1} the governor of?""]","{""answer_1"": ""Ron DeSantis"", ""answer_2"": ""Florida""}","answer_1: str = qa_model(""Who is the youngest governor?"")
answer_2: str = qa_model(""Which state is {answer_1} the governor of?"", answer_1=answer_1)","{
  ""answer_1"": ""Ron DeSantis"",
  ""answer_2"": ""Florida""
}","answer:
Kogi State","The answers refer to two different states (Florida vs. Kogi State), providing contradictory information.","equivalent: 0
reasoning: The answers refer to two different states (Florida vs. Kogi State), providing contradictory information.",,
gpt-5-1,mintaka,5d940b68,Who is the leader of the country that the United States broke free of in 1776?,George III,Liz Truss,Boris Johnson,0,0,"[""What country did the United States declare independence from in 1776?"", ""Who was the leader of {answer_1} in 1776?""]","{""answer_1"": ""Kingdom of Great Britain"", ""answer_2"": ""George III""}","answer_1: str = qa_model(""What country did the United States declare independence from in 1776?"")
answer_2: str = qa_model(""Who was the leader of {answer_1} in 1776?"", answer_1=answer_1)","{
  ""answer_1"": ""Kingdom of Great Britain"",
  ""answer_2"": ""George III""
}","answer:
Liz Truss","Answer A correctly identifies George III as the leader of Great Britain in 1776. Answer B, Liz Truss, was a Prime Minister in the 21st century, which is a factual contradiction.","equivalent: 0
reasoning: Answer A correctly identifies George III as the leader of Great Britain in 1776. Answer B, Liz Truss, was a Prime Minister in the 21st century, which is a factual contradiction.",,
gpt-5-1,mintaka,70ab78eb,How long was the oldest American president in office for?,1 year 8 months 14 days,8 years,he is presently in office for a 4 year term,0,0,"[""Who is the oldest American president?"", ""How long was {answer_1} in office?""]","{""answer_1"": ""Joe Biden"", ""answer_2"": ""1 year 8 months 14 days""}","answer_1: str = qa_model(""Who is the oldest American president?"")
answer_2: str = qa_model(""How long was {answer_1} in office?"", answer_1=answer_1)","{
  ""answer_1"": ""Joe Biden"",
  ""answer_2"": ""1 year 8 months 14 days""
}",8 years,The durations provided are significantly different and contradictory (1 year 8 months 14 days vs 8 years).,"equivalent: 0
reasoning: The durations provided are significantly different and contradictory (1 year 8 months 14 days vs 8 years).",,
gpt-5-1,mintaka,735d9dd9,How many children did the author of The Giving Tree have?,2,1,2,1,0,"[""Who is the author of 'The Giving Tree'?"", ""How many children did {answer_1} have?""]","{""answer_1"": ""Shel Silverstein"", ""answer_2"": ""2""}","answer_1: str = qa_model(""Who is the author of 'The Giving Tree'?"")
answer_2: str = qa_model(""How many children did {answer_1} have?"", answer_1=answer_1)","{
  ""answer_1"": ""Shel Silverstein"",
  ""answer_2"": ""2""
}","answer:
1",The numerical values '2' and '1' are different and fall outside the allowed tolerance for exact numbers.,"equivalent: 0
reasoning: The numerical values '2' and '1' are different and fall outside the allowed tolerance for exact numbers.",,
gpt-5-1,mintaka,851dc8e8,What is the oldest house in the largest city in Illinois?,Noble–Seymour–Crippen House,Henry B. Clarke House,Clarke House Museum,0,1,"[""What is the largest city in Illinois?"", ""What is the oldest house in {answer_1}?""]","{""answer_1"": ""Chicago"", ""answer_2"": ""Noble\u2013Seymour\u2013Crippen House""}","answer_1: str = qa_model(""What is the largest city in Illinois?"")
answer_2: str = qa_model(""What is the oldest house in {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Chicago"",
  ""answer_2"": ""Noble–Seymour–Crippen House""
}","answer:
Henry B. Clarke House","The answers refer to two different houses. The Henry B. Clarke House is generally considered the oldest house in Chicago, while the Noble–Seymour–Crippen House is a different, though also old, house.","equivalent: 0
reasoning: The answers refer to two different houses. The Henry B. Clarke House is generally considered the oldest house in Chicago, while the Noble–Seymour–Crippen House is a different, though also old, house.",,
gpt-5-1,mintaka,8a6a8515,How old was the explorer who discovered North America when he landed there?,30,41,41,0,1,"[""Who is the explorer who discovered North America?"", ""When did {answer_1} land in North America?"", ""How old was {answer_1} in {answer_2}?""]","{""answer_1"": ""Leif Erikson"", ""answer_2"": ""1000"", ""answer_3"": ""30""}","answer_1: str = qa_model(""Who is the explorer who discovered North America?"")
answer_2: str = qa_model(""When did {answer_1} land in North America?"", answer_1=answer_1)
answer_3: str = qa_model(""How old was {answer_1} in {answer_2}?"", answer_1=answer_1, answer_2=answer_2)","{
  ""answer_1"": ""Leif Erikson"",
  ""answer_2"": ""1000"",
  ""answer_3"": ""30""
}","answer:
41",The numerical values (30 and 41) are significantly different and do not fall within the allowed numeric tolerance.,"equivalent: 0
reasoning: The numerical values (30 and 41) are significantly different and do not fall within the allowed numeric tolerance.",,
gpt-5-1,mintaka,9416adc9,Who was the spouse of the eldest child of King Louis XVI?,"Louis Antoine, Duke of Angoulême",None,Louis Antoine of France,1,0,"[""Who was the eldest child of King Louis XVI?"", ""Who was the spouse of {answer_1}?""]","{""answer_1"": ""Marie-Th\u00e9r\u00e8se-Charlotte of France"", ""answer_2"": ""Louis Antoine, Duke of Angoul\u00eame""}","answer_1: str = qa_model(""Who was the eldest child of King Louis XVI?"")
answer_2: str = qa_model(""Who was the spouse of {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Marie-Thérèse-Charlotte of France"",
  ""answer_2"": ""Louis Antoine, Duke of Angoulême""
}",None,"Answer A correctly identifies the spouse, while Answer B states ""None"", which is a direct contradiction.","equivalent: 0
reasoning: Answer A correctly identifies the spouse, while Answer B states ""None"", which is a direct contradiction.",,
gpt-5-1,mintaka,986b6ca6,How many main pyramids are there in the capital city of Mexico?,3,0,2 main pyramids,0,0,"[""What is the capital city of Mexico?"", ""How many main pyramids are there in {answer_1}?""]","{""answer_1"": ""Mexico City"", ""answer_2"": ""3""}","answer_1: str = qa_model(""What is the capital city of Mexico?"")
answer_2: str = qa_model(""How many main pyramids are there in {answer_1}?"", answer_1=answer_1)","{
  ""answer_1"": ""Mexico City"",
  ""answer_2"": ""3""
}","answer:
0",The numerical values contradict each other (3 vs 0) and do not fall within the allowed numeric tolerance.,"equivalent: 0
reasoning: The numerical values contradict each other (3 vs 0) and do not fall within the allowed numeric tolerance.",,
