model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
google-gemini-2-5-flash,hotpotqa,5a8cac72554299240d9c21d0,"The news program ""International Desk"" is broadcast from a building adjacent to what park?",Freedom Park,Regent's Park,Centennial Olympic Park,"[""From which building is the news program 'International Desk' broadcast?"", ""What park is adjacent to {answer_1}?""]","{""answer_1"": ""Newseum"", ""answer_2"": ""Freedom Park""}","answer_1: str = qa_model(""From which building is the news program 'International Desk' broadcast?"")
answer_2: str = qa_model(""What park is adjacent to {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Newseum"",
  ""answer_2"": ""Freedom Park""
}
```",Regent's Park,"The answers provide different park names, ""Freedom Park"" and ""Regent's Park"", which are contradictory.","equivalent: 0
reasoning: The answers provide different park names, ""Freedom Park"" and ""Regent's Park"", which are contradictory."
google-gemini-2-5-flash,hotpotqa,5a90aeda5542990a98493699,The Riverport Railroad operates a former army depot track that was opened in what year?,1940,1917,1917,"[""What former army depot track does the Riverport Railroad operate?"", ""When was {answer_1} opened?""]","{""answer_1"": ""Joliet Army Ammunition Plant"", ""answer_2"": ""1940""}","answer_1: str = qa_model(""What former army depot track does the Riverport Railroad operate?"")
answer_2: str = qa_model(""When was {answer_1} opened?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Joliet Army Ammunition Plant"",
  ""answer_2"": ""1940""
}
```",1917,The years provided are different and must match exactly for calendar dates/years.,"equivalent: 0
reasoning: The years provided are different and must match exactly for calendar dates/years."
google-gemini-2-5-flash,hotpotqa,5ab2c2e6554299545a2cfa62,"Which star of ""Not Like Everyone Else"" was also in ""Drunk History""?",Jesse Eisenberg,Alia Shawkat,Alia Shawkat,"[""Who are the stars of 'Not Like Everyone Else'?"", ""Which of the actors from {answer_1} was also in 'Drunk History'?""]","{""answer_1"": ""Molly Ringwald; Jesse Eisenberg; Ben Foster"", ""answer_2"": ""Jesse Eisenberg""}","answer_1: str = qa_model(""Who are the stars of 'Not Like Everyone Else'?"")
answer_2: str = qa_model(""Which of the actors from {answer_1} was also in 'Drunk History'?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Molly Ringwald; Jesse Eisenberg; Ben Foster"",
  ""answer_2"": ""Jesse Eisenberg""
}
```",Alia Shawkat,The answers refer to two different individuals.,"equivalent: 0
reasoning: The answers refer to two different individuals."
google-gemini-2-5-flash,hotpotqa,5ab466f95542996a3a969f7d,"A studio album by I Killed the Prom Queen reached the top 30 in ARIA Albums Chart, on what date was that album released?",2006-07-31,2014-02-14,31 July 2006.,"[""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"", ""What is the release date of {answer_1}?""]","{""answer_1"": ""Music for the Recently Deceased"", ""answer_2"": ""2006-07-31""}","answer_1: str = qa_model(""Which studio album by I Killed the Prom Queen reached the top 30 in the ARIA Albums Chart?"")
answer_2: str = qa_model(""What is the release date of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Music for the Recently Deceased"",
  ""answer_2"": ""2006-07-31""
}
```",2014-02-14,"The dates provided are different, and calendar dates must match exactly.","equivalent: 0
reasoning: The dates provided are different, and calendar dates must match exactly."
google-gemini-2-5-flash,hotpotqa,5ab5afd8554299637185c5db,"In 2006 ""Strictly Dance Fever"" promoted a modern afro-Cuban partner dance derived from the works of which composer?",No single composer,Tito Puente,Enrique Jorrin,"[""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"", ""Which composer's works is {answer_1} derived from?""]","{""answer_1"": ""Salsa"", ""answer_2"": ""No single composer""}","answer_1: str = qa_model(""What modern afro-Cuban partner dance was promoted by \""Strictly Dance Fever\"" in 2006?"")
answer_2: str = qa_model(""Which composer's works is {answer_1} derived from?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Salsa"",
  ""answer_2"": ""No single composer""
}
```",Tito Puente,"Answer A states there is no single composer, while Answer B names a specific composer, Tito Puente, which is a direct contradiction.","equivalent: 0
reasoning: Answer A states there is no single composer, while Answer B names a specific composer, Tito Puente, which is a direct contradiction."
google-gemini-2-5-flash,hotpotqa,5ab5faeb554299637185c657,What month was the female cast member of the King of the mountain born?,October,August,August,"[""Who is the female cast member in the movie King of the mountain?"", ""What month was {answer_1} born?""]","{""answer_1"": ""Susan Sarandon"", ""answer_2"": ""October""}","answer_1: str = qa_model(""Who is the female cast member in the movie King of the mountain?"")
answer_2: str = qa_model(""What month was {answer_1} born?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Susan Sarandon"",
  ""answer_2"": ""October""
}
```","answer:
August","The months provided, October and August, are different, leading to a contradiction.","equivalent: 0
reasoning: The months provided, October and August, are different, leading to a contradiction."
google-gemini-2-5-flash,hotpotqa,5ab7ecea55429928e1fe3938,"This American actress, singer, and songwriters film roles include a road-comedy-adventure film released by who?",Orion Pictures,Touchstone Pictures,Walt Disney Pictures,"[""Who is the American actress, singer, and songwriter whose film roles include a road-comedy-adventure film?"", ""What is a road-comedy-adventure film starring {answer_1}?"", ""Who released the film '{answer_2}'?""]","{""answer_1"": ""Cher"", ""answer_2"": ""Mermaids"", ""answer_3"": ""Orion Pictures""}","answer_1: str = qa_model(""Who is the American actress, singer, and songwriter whose film roles include a road-comedy-adventure film?"")
answer_2: str = qa_model(""What is a road-comedy-adventure film starring {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""Who released the film '{answer_2}'?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Cher"",
  ""answer_2"": ""Mermaids"",
  ""answer_3"": ""Orion Pictures""
}
```",Touchstone Pictures,"The two answers name different film studios, creating a direct contradiction.","equivalent: 0
reasoning: The two answers name different film studios, creating a direct contradiction."
google-gemini-2-5-flash,hotpotqa,5ab91bc0554299753720f6fc,"When did a paramilitary offshoot of the IRA start carrying ut bombings, after splitting from the Real IRA?",2009,2012,2009,"[""What paramilitary group split from the Real IRA?"", ""When did {answer_1} start carrying out bombings?""]","{""answer_1"": ""\u00d3glaigh na h\u00c9ireann (ONH)"", ""answer_2"": ""2009""}","answer_1: str = qa_model(""What paramilitary group split from the Real IRA?"")
answer_2: str = qa_model(""When did {answer_1} start carrying out bombings?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Óglaigh na hÉireann (ONH)"",
  ""answer_2"": ""2009""
}
```",2012,Calendar years must match exactly; 2009 is not 2012.,"equivalent: 0
reasoning: Calendar years must match exactly; 2009 is not 2012."
google-gemini-2-5-flash,hotpotqa,5abc6fde55429959677d6ab7,Jake Roberts is an English film editor best known for his works on a British drama film based on what 2010 play?,Journey's End,London Road,Posh,"[""What British drama film edited by Jake Roberts is based on a 2010 play?"", ""What 2010 play is '{answer_1}' based on?""]","{""answer_1"": ""Journey's End"", ""answer_2"": ""Journey's End""}","answer_1: str = qa_model(""What British drama film edited by Jake Roberts is based on a 2010 play?"")
answer_2: str = qa_model(""What 2010 play is '{answer_1}' based on?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Journey's End"",
  ""answer_2"": ""Journey's End""
}
```",London Road,"The answers provide different play titles, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide different play titles, which is a direct contradiction."
google-gemini-2-5-flash,hotpotqa,5abe249155429976d4830a7e, Ida Roland was born in a municipality  that lies on the shores of which lake ?,Lake Balaton,Byfjorden,Lake Geneva,"[""Where was Ida Roland born?"", ""Which lake lies on the shores of {answer_1}?""]","{""answer_1"": ""Budapest"", ""answer_2"": ""Lake Balaton""}","answer_1: str = qa_model(""Where was Ida Roland born?"")
answer_2: str = qa_model(""Which lake lies on the shores of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Budapest"",
  ""answer_2"": ""Lake Balaton""
}
```",Byfjorden,"The answers refer to two distinct bodies of water, Lake Balaton and Byfjorden, which are not equivalent.","equivalent: 0
reasoning: The answers refer to two distinct bodies of water, Lake Balaton and Byfjorden, which are not equivalent."
google-gemini-2-5-flash,hotpotqa,5abf1a6d5542990832d3a122,"What should you do to show respect when walking the trail Oahu trial that leads to a 150 foot waterfall, on the night of Kane, Ku, Lono, or Kanaloa at sunset and just before the sunrises?","Avoid the area or be extremely respectful and quiet, as these nights and times are traditionally considered sacred or kapu (forbidden/restricted) in Hawaiian culture.","Do not hike the trail during these times. Hiking at night is generally not permitted and unsafe, and the nights of Kane, Ku, Lono, or Kanaloa are often associated with kapu (taboos), making such an activity culturally inappropriate.",lie face down,"[""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"", ""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?""]","{""answer_1"": ""Manoa Falls Trail"", ""answer_2"": ""Avoid the area or be extremely respectful and quiet, as these nights and times are traditionally considered sacred or kapu (forbidden/restricted) in Hawaiian culture.""}","answer_1: str = qa_model(""What is the name of the trail on Oahu that leads to a 150-foot waterfall?"")
answer_2: str = qa_model(""What are the respectful practices for {answer_1} during the nights of Kane, Ku, Lono, or Kanaloa, specifically at sunset and just before sunrise?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Manoa Falls Trail"",
  ""answer_2"": ""Avoid the area or be extremely respectful and quiet, as these nights and times are traditionally considered sacred or kapu (forbidden/restricted) in Hawaiian culture.""
}
```","Do not hike the trail during these times. Hiking at night is generally not permitted and unsafe, and the nights of Kane, Ku, Lono, or Kanaloa are often associated with kapu (taboos), making such an activity culturally inappropriate.","Answer A suggests two options for showing respect: avoiding the area OR being extremely respectful and quiet if present. Answer B strictly advises against hiking the trail at all, which contradicts Answer A's allowance for being present under respectful conditions.","equivalent: 0
reasoning: Answer A suggests two options for showing respect: avoiding the area OR being extremely respectful and quiet if present. Answer B strictly advises against hiking the trail at all, which contradicts Answer A's allowance for being present under respectful conditions."
google-gemini-2-5-flash,hotpotqa,5abf27285542997719eab678,When was the maternal uncle of Popiel I died who was the notable author of Latin prose?,1135,The maternal uncle of Popiel I who was a notable author of Latin prose is not a known historical or legendary figure.,15 March 44 BC,"[""Who was the maternal uncle of Popiel I who was a notable author of Latin prose?"", ""When did {answer_1} die?""]","{""answer_1"": ""Gallus Anonymus"", ""answer_2"": ""1135""}","answer_1: str = qa_model(""Who was the maternal uncle of Popiel I who was a notable author of Latin prose?"")
answer_2: str = qa_model(""When did {answer_1} die?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Gallus Anonymus"",
  ""answer_2"": ""1135""
}
```",The maternal uncle of Popiel I who was a notable author of Latin prose is not a known historical or legendary figure.,"Answer A provides a specific date, while Answer B states that the figure is not known, which is a direct contradiction regarding the existence/knowability of the subject.","equivalent: 0
reasoning: Answer A provides a specific date, while Answer B states that the figure is not known, which is a direct contradiction regarding the existence/knowability of the subject."
